ID,Comentario de Cliente,temática
14409,"@LIDERcl compré el 11-10-22, mi pedido no llegó. Aun no me devuelven el dinero y ya van más de 10 días hábiles. No contestan por ningún medio de los indicados al hacer la compra.","
Devolución de dinero por pedido no recibido."
14419,"Buenas noches ¡Hola! Gracias por escribirnos, ¿cómo podemos ayudarte?         (selecciona una opción) Estado de mi Devolución de Dinero Dentro de los próximos minutos una persona de nuestro equipo te escribirá. Por mientras, envíanos algunos datos necesarios para poder ayudarte, como tu Rut o Nro de Pedido Me realizaron un pago duplicado en mi tarjeta lider bci","
Estado de devolución de dinero."
14424,💬 Hasta cuando dura esta promo,"
Promociones de Wallmart."
14425,"En Arauco, cuando empezaron era barato, ahora mucho más caro que Unimarc. ¡Hola Noemi Moraga! Lamentamos leer lo que nos escribes. Hacemos un esfuerzo constante y permanente por mantener nuestros precios bajos todos los días. El cambio de precio en algunos de nuestros productos responde a las fuertes alzas en los costos de producción y transportes. ¡Saludos!","

Los precios de Wallmart."
14426,"No hay nada en ese super, es puro engaño, mi hija ca a comprar y no gay nada de lo que ella quiere. 😡","
Descontento con el servicio de Wallmart."
14433,"Hola, a que hora abren los domingos. Muchas gracias Para ver la información actualizada sobre ubicación y horarios de nuestras tiendas, visita http://lider.cl/tiendas *_Recuerda que, debido a la contingencia de Covid, es posible que se presenten modificaciones en los horarios de atención._🤖 ¿Tienes alguna otra consulta o necesitas que te ayude con algo más?","
Horarios de apertura de Wallmart los domingos."
14438,"@LaDecadenteConB @LIDERcl @Walmart__Chile Te abrazo, que horrible momento tuviste que vivir, lamentablemente hay gente solidaria de la boca para afuera no mas. La carta? Parece un chiste, solo espero de ❤️ que ni tu ni nadie tengan que volver a vivir una situación así, ojala no quede en nada.","
Solidaridad con un cliente de Walmart que vivió una situación lamentable."
14438,"@LaDecadenteConB @LIDERcl @Walmart__Chile Te abrazo, que horrible momento tuviste que vivir, lamentablemente hay gente solidaria de la boca para afuera no mas. La carta? Parece un chiste, solo espero de ❤️ que ni tu ni nadie tengan que volver a vivir una situación así, ojala no quede en nada.","
Solidaridad."
14447,Como es posible que no me respeten como cliente me anularon productos de mi pedido echo por la app siendo que si habian productos en el local para sustituir 51009908712 Le mando numero de pedido 51009908712,"
Falta de respeto hacia el cliente y problemas con el pedido realizado."
14448,"@lider_cl no me ha llegado la nota de crédito que supuestamente hacen de manera inmediata. Por favor dime por esta vía, tardarán días en la devolución de mi dinero?","
Devolución de dinero."
14449,Cuando me llega mi respuesta?,"
Satisfacción del cliente."
14451,"Lo peor : hacer un pedido en Líder.cl. Sigo esperando el pedido que debió llegar AYER entre 1730 y 2930. No sólo no me avisan que no vienen sino que la post venta tampoco responde, me reemplazan productos sin preguntarme( porque para eso sí me mandaron e- mail) y no sé cuándo ni a qué horas vendrán. Malísima experiencia, para nunca más.","

Experiencia de compra con Líder.cl."
14465,Me han escritos varías otras personas que esta es una práctica frecuente Así que no tiene nada que ver con los camioneros,"

Prácticas comerciales de Wallmart."
14466,"Hola ¡Hola! 🤖 Soy el Asistente Virtual de Lider y estoy aquí para ayudarte.👉 Escribe *menú* para conocer el estado de tu compra, recibir información sobre las políticas de devolución, entre otras. Menu _Por favor, escribe el número que corresponda a tu requerimiento_ 🤖👇1. Estado de mi compra 2. Información de tiendas3. Necesito ayuda con mi pedido4. Problemas con el sitio5. Cambios y devoluciones6. Hablar con ejecutivo 5 🛒 *Cambios y Devoluciones* 💵_Escribe el número que corresponda a tu requerimiento:_1. ¿Cómo puedo *cambiar o devolver* un producto?2. Necesito información acerca de la devolución de mi dinero *ya solicitada o en proceso*  ↩ Escribe _*menú*_ para volver al menú principal 1 Las *políticas para cambios y devoluciones* de un producto pueden variar según la categoría a la que este pertenezca. _Para ayudarte escribe el número de la opción que corresponda a tu tipo de producto_ 👇1. *Alimentos* 🛒(despensa, carnes, lácteos, etc.) 2. *Otros productos* 🖥 (hogar, electrodomésticos, menaje, vestuario, etc.)  ↩ Escribe _*menú*_ para volver al menú principal 2 Para esta categoría, actualmente contamos con dos tipos de garantías: _Para ayudarte escribe el número de la opción que corresponda_ 👇 1. Garantía de Satisfacción: aplica en caso de *arrepentimiento o insatisfacción con el producto*. Tienes hasta *30 días corridos* 📅 desde su recepción o retiro.2. Garantía Legal: aplica en caso de *producto incompleto, defectuoso, con fallas o problemas de calidad*. Tienes hasta *180 días corridos* 📅 desde su recepción o retiro. ↩ Escribe _*volver*_ para ir al menú anterior","

Cambios y devoluciones."
14468,"Hice una compra el 15 de noviembre y aún no me llega, no me han informado nada, hice un reclamo y aún no me responden","

Demora en el envío de un pedido."
14471,"Buenas tardes,  ayer compre por delivery 1/4 pechuga de pollo, no se como lo tomo el pedido, no me di cuenta, y me llega mas de 1 kilo de jamon de pollo por un valor de $12.118. me imagino que habra sido un error ya que soy solo yo y que puedo hacer con tanto jamon.  siempre que compro coloco 1 de cantiadad, pero al parecer tomo como 1 kilo, es exttraño porque se vende de 250 grs. espero me entienda y ver que se puede hacer, ya que 12.000 pesos de jamon para mi sola es una locura. atte Lamentamos lo ocurrido 🥺, pero ya estoy aquí y puedo comunicarte con una persona de nuestro equipo para que pueda ayudarte.¿Te parece? ya, muchas gracias _Por favor, escribe el número que corresponda a tu caso para que sea derivado al departamento correspondiente:_1. Necesito mi boleta o factura2. No ha llegado mi compra3. Recibí mi pedido con un problema4. Estado de mi devolución de dinero5. Tengo otra consulta o solicitud 3 Tu requerimiento fue derivado y una persona de nuestro equipo se pondrá en contacto contigo a través de este mismo canal.* Recuerda que, debido a la alta demanda actual, podríamos tardar un poco más de lo esperado 🥺 Mientras esperamos, y para agilizar el proceso, déjanos a continuación una breve descripción del motivo de tu consulta._(Ejemplo: Mi nombre/RUT/nº de pedido es... y mi pedido llegó incompleto/no ha llegado/tuve un problema con...)_ 👇","
Recibí mi pedido con un problema."
14483,"hola! queria dar un aviso, en lider san fernando sexta region con mi mujer compramos yogurt del sur de la marca colun y venian con hongos en su interior, la idea es no alarmar pero para que los retiren de la venta ya que son un peligro. Perdón, no entendí bien lo que necesitas. Me puedes explicar en otras palabras, o escribir menú para revisar mis atenciones. MEDIA_MESSAGE ¡Ups! 😱 Aún no puedo leer imágenes, pero puedo pedirle a una persona de nuestro equipo que nos ayude con tu solicitud. ¿Te parece? 🤓 ok _Por favor, escribe el número que corresponda a tu caso para que sea derivado al departamento correspondiente:_1. Necesito mi boleta o factura2. No ha llegado mi compra3. Recibí mi pedido con un problema4. Estado de mi devolución de dinero5. Tengo otra consulta o solicitud 5 ¡Perfecto! 😉 Tu requerimiento ha sido derivado correctamente y una persona de nuestro equipo se pondrá en contacto contigo.* Recuerda que, debido a la alta demanda actual, podríamos tardar un poco más de lo esperado 🥺 okey","
Problema con producto comprado en Wallmart."
14490,"Hola ¡Hola! Gracias por escribirnos, ¿cómo podemos ayudarte?         (selecciona una opción) Estado de mi Devolución de Dinero Dentro de los próximos minutos una persona de nuestro equipo te escribirá. Por mientras, envíanos algunos datos necesarios para poder ayudarte, como tu Rut o Nro de Pedido Se ingresó el requerimiento para la anulación total del pedido N.°91000804475, como referencia es el Caso 03823634 para esta solicitud. Cuál es el estado de la solicitud?",Estado de Devolución de Dinero.
14492,"@LIDERcl hice una compra en la web recién y en la página sale que hubo un problema en procesar el pago pero en mi cuenta corriente está hecho el cargo , les pido solucionar y validar mi pago","
Problema con el pago de una compra en la web de Wallmart."
14495,"Hola buenas tardes.consulta ..cuando abre lider de diego portales???? Por el momento puedo ayudarte con información de tiendas o el estado de tus compras recientes, o transferirte con una persona de nuestro equipo para que te resuelva otros temas ¿Cuál prefieres?","
Consulta sobre horarios de apertura de una tienda."
14507,Acuenta Acuenta Limache no había nada en oferta en sector menaje Acuenta Acuenta Limache no había nada en oferta en sector menaje,"
No había ofertas en el sector de menaje en Wallmart."
14533,"Hola, hasta cuando es el todo a mil ?","
Promociones de Wallmart."
14534,desde el 5 octubre esperando la devolución de mi dinero y dicen que no tienen tiempo determinado de respuesta!🤦🏻‍♀️,"

Demora en la devolución de dinero."
14535,Yo fui hoy y no había nada de esta oferta 😡,"
Descontento por no encontrar una oferta en Wallmart."
14537,"Hola el día sábado compré unas galletas de menta en Líder de Merced, Santiago Centro y tienen un sabor muy muy extraño como a plástico y un olor muy fuerte. Esta no es la primera vez que las compro, porque me encantan, pero ahora es realmente asqueroso comerlas Galletas de menta Great Value","
Calidad de los productos de Great Value de Wallmart."
14538,"Llevo muchísimo tiempo esperando la devolución de dinero de una compra que no enviaron todo; primero me dijeron q demoraría 10 días hábiles (el 2 de nov) y ahora me dicen simplemente q está atrasado y debo esperar, q ni siquiera tienen fecha exacta! Insólito!!! Cuando les escribí antes, dijeron que les enviara mensaje interno para solucionar todo, pero al parecer solo es por imagen, porque de mi dinero nada!!! No compren en lider.cl Llevo muchísimo tiempo esperando la devolución de dinero de una compra que no enviaron todo; primero me dijeron q demoraría 10 días hábiles (el 2 de nov) y ahora me dicen simplemente q está atrasado y debo esperar, q ni siquiera tienen fecha exacta! Insólito!!! Cuando les escribí antes, dijeron que les enviara mensaje interno para solucionar todo, pero al parecer solo es por imagen, porque de mi dinero nada!!! @lider_cl siempre dicen lo mismo y es sólo por imagen.. funcionaría si de verdad solucionaran los problemas!!","

La mala atención al cliente y el retraso en el reembolso de dinero por parte de Lider.cl."
14543,"Llevo muchísimo tiempo esperando la devolución de dinero de una compra que no enviaron todo; primero me dijeron q demoraría 10 días hábiles (el 2 de nov) y ahora me dicen simplemente q está atrasado y debo esperar, q ni siquiera tienen fecha exacta! Insólito!!! Cuando les escribí antes, dijeron que les enviara mensaje interno para solucionar todo, pero al parecer solo es por imagen, porque de mi dinero nada!!!","
Devolución de dinero por una compra no enviada."
14543,"Llevo muchísimo tiempo esperando la devolución de dinero de una compra que no enviaron todo; primero me dijeron q demoraría 10 días hábiles (el 2 de nov) y ahora me dicen simplemente q está atrasado y debo esperar, q ni siquiera tienen fecha exacta! Insólito!!! Cuando les escribí antes, dijeron que les enviara mensaje interno para solucionar todo, pero al parecer solo es por imagen, porque de mi dinero nada!!!","
Devolución de dinero por una compra que no fue entregada completamente."
14549,"Saludos . Forma de pago a compra del extrangero. Para hacer regalo a personas que estan en Chile. Perdón, no entendí bien lo que necesitas. Me puedes explicar en otras palabras, o escribir menú para revisar mis atenciones. Pago desde el Extrangero,algun metodo? Formas de pago Perdón, no entendí bien lo que necesitas. Me puedes explicar en otras palabras, o escribir menú para revisar mis atenciones. menu _Por favor, escribe el número que corresponda a tu requerimiento_ 🤖👇1. Estado de mi compra 2. Información de tiendas3. Necesito ayuda con mi pedido4. Problemas con el sitio5. Cambios y devoluciones6. Hablar con ejecutivo 6 _Por favor, escribe el número que corresponda a tu caso para que sea derivado al departamento correspondiente:_1. Necesito mi boleta o factura2. No ha llegado mi compra3. Recibí mi pedido con un problema4. Estado de mi devolución de dinero5. Tengo otra consulta o solicitud","
Formas de pago desde el extranjero para hacer un regalo a alguien en Chile."
14552,"Hola tengo problemas con mi compra que no llego ¡Hola! Gracias por escribirnos, ¿cómo podemos ayudarte?         (selecciona una opción) Cuál es el estado de mi Compra Dentro de los próximos minutos una persona de nuestro equipo te escribirá. Por mientras, envíanos algunos datos necesarios para poder ayudarte, como tu Rut o Nro de Pedido 3204056418 ¡Hola! Buenas tardes, soy Hugo. ¿No has recibido tu pedido? No Tampoco sé si se ha preparado ya que no se han contactado tampoco Lamento lo que me cuentas. Voy a ingresar un reclamo para informar que no lo has recibido. ¿Puedes confirmarme tu correo y número de contacto, por favor?","
Problemas con la compra."
